area,title,description,entry
Nominal Syntax,Possessive Classification,No possessive classification,Possessive Classification 1
Nominal Syntax,Possessive Classification,Three to five classes,Possessive Classification 3
Nominal Syntax,Possessive Classification,Two classes,Possessive Classification 2
Other,Para-Linguistic Usages of Clicks,Affective meanings,Para-Linguistic Usages of Clicks 2
Other,Para-Linguistic Usages of Clicks,Logical meanings,Para-Linguistic Usages of Clicks 1
Other,Para-Linguistic Usages of Clicks,Other or none,Para-Linguistic Usages of Clicks 3
Other,Writing Systems,Alphasyllabic,Writing Systems 3
Other,Writing Systems,Syllabic,Writing Systems 4
Phonology,Absence of Common Consonants,All present,Absence of Common Consonants 1
Phonology,Absence of Common Consonants,No bilabials,Absence of Common Consonants 2
Phonology,Absence of Common Consonants,No bilabials or nasals,Absence of Common Consonants 5
Phonology,Absence of Common Consonants,No fricatives,Absence of Common Consonants 3
Phonology,Absence of Common Consonants,No fricatives or nasals,Absence of Common Consonants 6
Phonology,Absence of Common Consonants,No nasals,Absence of Common Consonants 4
Phonology,Consonant Inventories,Average,Consonant Inventories 3
Phonology,Consonant Inventories,Large,Consonant Inventories 5
Phonology,Consonant Inventories,Moderately large,Consonant Inventories 4
Phonology,Consonant Inventories,Moderately small,Consonant Inventories 2
Phonology,Consonant Inventories,Small,Consonant Inventories 1
Phonology,Consonant-Vowel Ratio,Average,Consonant-Vowel Ratio 3
Phonology,Consonant-Vowel Ratio,High,Consonant-Vowel Ratio 5
Phonology,Consonant-Vowel Ratio,Low,Consonant-Vowel Ratio 1
Phonology,Consonant-Vowel Ratio,Moderately high,Consonant-Vowel Ratio 4
Phonology,Consonant-Vowel Ratio,Moderately low,Consonant-Vowel Ratio 2
Phonology,Fixed Stress Locations,Antepenultimate,Fixed Stress Locations 5
Phonology,Fixed Stress Locations,Initial,Fixed Stress Locations 2
Phonology,Fixed Stress Locations,No fixed stress,Fixed Stress Locations 1
Phonology,Fixed Stress Locations,Penultimate,Fixed Stress Locations 6
Phonology,Fixed Stress Locations,Second,Fixed Stress Locations 3
Phonology,Fixed Stress Locations,Third,Fixed Stress Locations 4
Phonology,Fixed Stress Locations,Ultimate,Fixed Stress Locations 7
Phonology,Front Rounded Vowels,High and mid,Front Rounded Vowels 2
Phonology,Front Rounded Vowels,High only,Front Rounded Vowels 3
Phonology,Front Rounded Vowels,Mid only,Front Rounded Vowels 4
Phonology,Front Rounded Vowels,None,Front Rounded Vowels 1
Phonology,Glottalized Consonants,Ejectives and glottalized resonants,Glottalized Consonants 6
Phonology,Glottalized Consonants,Ejectives and implosives,Glottalized Consonants 5
Phonology,Glottalized Consonants,Ejectives only,Glottalized Consonants 2
Phonology,Glottalized Consonants,"Ejectives, implosives, and glottalized resonants",Glottalized Consonants 8
Phonology,Glottalized Consonants,Glottalized resonants only,Glottalized Consonants 4
Phonology,Glottalized Consonants,Implosives and glottalized resonants,Glottalized Consonants 7
Phonology,Glottalized Consonants,Implosives only,Glottalized Consonants 3
Phonology,Glottalized Consonants,No glottalized consonants,Glottalized Consonants 1
Phonology,Lateral Consonants,/l/ and lateral obstruent,Lateral Consonants 4
Phonology,Lateral Consonants,"/l/, no obstruent laterals",Lateral Consonants 2
Phonology,Lateral Consonants,"Laterals, but no /l/, no obstruent laterals",Lateral Consonants 3
Phonology,Lateral Consonants,"No /l/, but lateral obstruents",Lateral Consonants 5
Phonology,Lateral Consonants,No laterals,Lateral Consonants 1
Phonology,Nasal Vowels in West Africa,four-way nasal vs. oral vowel contrast (/ṽ/ vs. /ṽː/ vs. /V/ v /Vː/) with nasal spreading,Nasal Vowels in West Africa 5
Phonology,Nasal Vowels in West Africa,four-way nasal vs. oral vowel contrast (/ṽ/ vs. /ṽː/ vs. /V/ vs. /Vː/) without nasal spreading,Nasal Vowels in West Africa 4
Phonology,Nasal Vowels in West Africa,no nasal vs. oral vowel contrast,Nasal Vowels in West Africa 1
Phonology,Nasal Vowels in West Africa,two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) with nasal spreading,Nasal Vowels in West Africa 3
Phonology,Nasal Vowels in West Africa,two-way nasal vs. oral vowel contrast (/ṽ/ vs. /V/) without nasal spreading,Nasal Vowels in West Africa 2
Phonology,Presence of Uncommon Consonants,Clicks,Presence of Uncommon Consonants 2
Phonology,Presence of Uncommon Consonants,"Clicks, pharyngeals, and 'th'",Presence of Uncommon Consonants 6
Phonology,Presence of Uncommon Consonants,Labial-velars,Presence of Uncommon Consonants 3
Phonology,Presence of Uncommon Consonants,None,Presence of Uncommon Consonants 1
Phonology,Presence of Uncommon Consonants,Pharyngeals,Presence of Uncommon Consonants 4
Phonology,Presence of Uncommon Consonants,"Pharyngeals and ""th""",Presence of Uncommon Consonants 7
Phonology,Presence of Uncommon Consonants,'Th' sounds,Presence of Uncommon Consonants 5
Phonology,Rhythm Types,Dual: both trochaic and iambic,Rhythm Types 3
Phonology,Rhythm Types,Iambic,Rhythm Types 2
Phonology,Rhythm Types,No rhythmic stress,Rhythm Types 5
Phonology,Rhythm Types,Trochaic,Rhythm Types 1
Phonology,Rhythm Types,Undetermined,Rhythm Types 4
Phonology,Syllable Structure,Complex,Syllable Structure 3
Phonology,Syllable Structure,Moderately complex,Syllable Structure 2
Phonology,Syllable Structure,Simple,Syllable Structure 1
Phonology,The Velar Nasal,Initial velar nasal,The Velar Nasal 1
Phonology,The Velar Nasal,No initial velar nasal,The Velar Nasal 2
Phonology,The Velar Nasal,No velar nasal,The Velar Nasal 3
Phonology,Tone,Complex tone system,Tone 3
Phonology,Tone,No tones,Tone 1
Phonology,Tone,Simple tone system,Tone 2
Phonology,Uvular Consonants,None,Uvular Consonants 1
Phonology,Uvular Consonants,Uvular continuants only,Uvular Consonants 3
Phonology,Uvular Consonants,Uvular stops and continuants,Uvular Consonants 4
Phonology,Uvular Consonants,Uvular stops only,Uvular Consonants 2
Phonology,Voicing and Gaps in Plosive Systems,Both missing,Voicing and Gaps in Plosive Systems 5
Phonology,Voicing and Gaps in Plosive Systems,Missing /g/,Voicing and Gaps in Plosive Systems 4
Phonology,Voicing and Gaps in Plosive Systems,Missing /p/,Voicing and Gaps in Plosive Systems 3
Phonology,Voicing and Gaps in Plosive Systems,None missing in /p t k b d g/,Voicing and Gaps in Plosive Systems 2
Phonology,Voicing and Gaps in Plosive Systems,Other,Voicing and Gaps in Plosive Systems 1
Phonology,Voicing in Plosives and Fricatives,In both plosives and fricatives,Voicing in Plosives and Fricatives 4
Phonology,Voicing in Plosives and Fricatives,In fricatives alone,Voicing in Plosives and Fricatives 3
Phonology,Voicing in Plosives and Fricatives,In plosives alone,Voicing in Plosives and Fricatives 2
Phonology,Voicing in Plosives and Fricatives,No voicing contrast,Voicing in Plosives and Fricatives 1
Phonology,Vowel Nasalization,Contrast absent,Vowel Nasalization 2
Phonology,Vowel Nasalization,Contrast present,Vowel Nasalization 1
Phonology,Vowel Quality Inventories,Average (5-6),Vowel Quality Inventories 2
Phonology,Vowel Quality Inventories,Large (7-14),Vowel Quality Inventories 3
Phonology,Vowel Quality Inventories,Small (2-4),Vowel Quality Inventories 1
Phonology,Weight Factors in Weight-Sensitive Stress Systems,Coda consonant,Weight Factors in Weight-Sensitive Stress Systems 3
Phonology,Weight Factors in Weight-Sensitive Stress Systems,Combined,Weight Factors in Weight-Sensitive Stress Systems 7
Phonology,Weight Factors in Weight-Sensitive Stress Systems,Lexical stress,Weight Factors in Weight-Sensitive Stress Systems 6
Phonology,Weight Factors in Weight-Sensitive Stress Systems,Long vowel,Weight Factors in Weight-Sensitive Stress Systems 2
Phonology,Weight Factors in Weight-Sensitive Stress Systems,Long vowel or coda consonant,Weight Factors in Weight-Sensitive Stress Systems 4
Phonology,Weight Factors in Weight-Sensitive Stress Systems,No weight,Weight Factors in Weight-Sensitive Stress Systems 1
Phonology,Weight Factors in Weight-Sensitive Stress Systems,Prominence,Weight Factors in Weight-Sensitive Stress Systems 5
Phonology,Weight-Sensitive Stress,Combined: Right-edge and unbounded,Weight-Sensitive Stress 6
Phonology,Weight-Sensitive Stress,Fixed stress (no weight-sensitivity),Weight-Sensitive Stress 8
Phonology,Weight-Sensitive Stress,Left-edge: First or second,Weight-Sensitive Stress 1
Phonology,Weight-Sensitive Stress,Left-oriented: One of the first three,Weight-Sensitive Stress 2
Phonology,Weight-Sensitive Stress,Not predictable,Weight-Sensitive Stress 7
Phonology,Weight-Sensitive Stress,Right-edge: Ultimate or penultimate,Weight-Sensitive Stress 3
Phonology,Weight-Sensitive Stress,Right-oriented: One of the last three,Weight-Sensitive Stress 4
Phonology,Weight-Sensitive Stress,Unbounded: Stress can be anywhere,Weight-Sensitive Stress 5
Sign Languages,Irregular Negatives in Sign Languages,Many (more than 5),Irregular Negatives in Sign Languages 4
Sign Languages,Irregular Negatives in Sign Languages,None,Irregular Negatives in Sign Languages 1
Sign Languages,Irregular Negatives in Sign Languages,One,Irregular Negatives in Sign Languages 2
Sign Languages,Irregular Negatives in Sign Languages,Some (2-5),Irregular Negatives in Sign Languages 3
Sign Languages,Question Particles in Sign Languages,More than one,Question Particles in Sign Languages 3
Sign Languages,Question Particles in Sign Languages,None,Question Particles in Sign Languages 1
Sign Languages,Question Particles in Sign Languages,One,Question Particles in Sign Languages 2
Simple Clauses,Alignment of Case Marking of Full Noun Phrases,Active-inactive,Alignment of Case Marking of Full Noun Phrases 6
Simple Clauses,Alignment of Case Marking of Full Noun Phrases,Ergative - absolutive,Alignment of Case Marking of Full Noun Phrases 4
Simple Clauses,Alignment of Case Marking of Full Noun Phrases,Neutral,Alignment of Case Marking of Full Noun Phrases 1
Simple Clauses,Alignment of Case Marking of Full Noun Phrases,Nominative - accusative (marked nominative),Alignment of Case Marking of Full Noun Phrases 3
Simple Clauses,Alignment of Case Marking of Full Noun Phrases,Nominative - accusative (standard),Alignment of Case Marking of Full Noun Phrases 2
Simple Clauses,Alignment of Case Marking of Full Noun Phrases,Tripartite,Alignment of Case Marking of Full Noun Phrases 5
Simple Clauses,Alignment of Case Marking of Pronouns,Active - inactive,Alignment of Case Marking of Pronouns 6
Simple Clauses,Alignment of Case Marking of Pronouns,Ergative - absolutive,Alignment of Case Marking of Pronouns 4
Simple Clauses,Alignment of Case Marking of Pronouns,Neutral,Alignment of Case Marking of Pronouns 1
Simple Clauses,Alignment of Case Marking of Pronouns,Nominative - accusative (marked nominative),Alignment of Case Marking of Pronouns 3
Simple Clauses,Alignment of Case Marking of Pronouns,Nominative - accusative (standard),Alignment of Case Marking of Pronouns 2
Simple Clauses,Alignment of Case Marking of Pronouns,None,Alignment of Case Marking of Pronouns 7
Simple Clauses,Alignment of Case Marking of Pronouns,Tripartite,Alignment of Case Marking of Pronouns 5
Simple Clauses,Alignment of Verbal Person Marking,Accusative,Alignment of Verbal Person Marking 2
Simple Clauses,Alignment of Verbal Person Marking,Active,Alignment of Verbal Person Marking 4
Simple Clauses,Alignment of Verbal Person Marking,Ergative,Alignment of Verbal Person Marking 3
Simple Clauses,Alignment of Verbal Person Marking,Hierarchical,Alignment of Verbal Person Marking 5
Simple Clauses,Alignment of Verbal Person Marking,Neutral,Alignment of Verbal Person Marking 1
Simple Clauses,Alignment of Verbal Person Marking,Split,Alignment of Verbal Person Marking 6
Simple Clauses,Antipassive Constructions,Implicit patient,Antipassive Constructions 1
Simple Clauses,Antipassive Constructions,No antipassive,Antipassive Constructions 3
Simple Clauses,Antipassive Constructions,Oblique patient,Antipassive Constructions 2
Simple Clauses,Applicative Constructions,Benefactive and other; both bases,Applicative Constructions 3
Simple Clauses,Applicative Constructions,Benefactive and other; only transitive,Applicative Constructions 4
Simple Clauses,Applicative Constructions,Benefactive object; both bases,Applicative Constructions 1
Simple Clauses,Applicative Constructions,Benefactive object; only transitive,Applicative Constructions 2
Simple Clauses,Applicative Constructions,No applicative construction,Applicative Constructions 8
Simple Clauses,Applicative Constructions,Non-benefactive object; both bases,Applicative Constructions 5
Simple Clauses,Applicative Constructions,Non-benefactive object; only intransitive,Applicative Constructions 7
Simple Clauses,Applicative Constructions,Non-benefactive object; only transitive,Applicative Constructions 6
Simple Clauses,Comparative Constructions,Conjoined,Comparative Constructions 3
Simple Clauses,Comparative Constructions,Exceed,Comparative Constructions 2
Simple Clauses,Comparative Constructions,Locational,Comparative Constructions 1
Simple Clauses,Comparative Constructions,Particle,Comparative Constructions 4
Simple Clauses,Ditransitive Constructions,Double-object construction,Ditransitive Constructions 2
Simple Clauses,Ditransitive Constructions,Indirect-object construction,Ditransitive Constructions 1
Simple Clauses,Ditransitive Constructions,Mixed,Ditransitive Constructions 4
Simple Clauses,Ditransitive Constructions,Secondary-object construction,Ditransitive Constructions 3
Simple Clauses,Expression of Pronominal Subjects,Mixed,Expression of Pronominal Subjects 6
Simple Clauses,Expression of Pronominal Subjects,Obligatory pronouns in subject position,Expression of Pronominal Subjects 1
Simple Clauses,Expression of Pronominal Subjects,Optional pronouns in subject position,Expression of Pronominal Subjects 5
Simple Clauses,Expression of Pronominal Subjects,Subject affixes on verb,Expression of Pronominal Subjects 2
Simple Clauses,Expression of Pronominal Subjects,Subject clitics on variable host,Expression of Pronominal Subjects 3
Simple Clauses,Expression of Pronominal Subjects,Subject pronouns in different position,Expression of Pronominal Subjects 4
Simple Clauses,Negative Indefinite Pronouns and Predicate Negation,Mixed behaviour,Negative Indefinite Pronouns and Predicate Negation 3
Simple Clauses,Negative Indefinite Pronouns and Predicate Negation,Negative existential construction,Negative Indefinite Pronouns and Predicate Negation 4
Simple Clauses,Negative Indefinite Pronouns and Predicate Negation,No predicate negation,Negative Indefinite Pronouns and Predicate Negation 2
Simple Clauses,Negative Indefinite Pronouns and Predicate Negation,Predicate negation also present,Negative Indefinite Pronouns and Predicate Negation 1
Simple Clauses,Negative Morphemes,Double negation,Negative Morphemes 6
Simple Clauses,Negative Morphemes,Negative affix,Negative Morphemes 1
Simple Clauses,Negative Morphemes,Negative auxiliary verb,Negative Morphemes 3
Simple Clauses,Negative Morphemes,Negative particle,Negative Morphemes 2
Simple Clauses,Negative Morphemes,"Negative word, unclear if verb or particle",Negative Morphemes 4
Simple Clauses,Negative Morphemes,Variation between negative word and affix,Negative Morphemes 5
Simple Clauses,Nominal and Locational Predication,Different,Nominal and Locational Predication 1
Simple Clauses,Nominal and Locational Predication,Identical,Nominal and Locational Predication 2
Simple Clauses,Nonperiphrastic Causative Constructions,Both,Nonperiphrastic Causative Constructions 4
Simple Clauses,Nonperiphrastic Causative Constructions,Compound but no morphological,Nonperiphrastic Causative Constructions 3
Simple Clauses,Nonperiphrastic Causative Constructions,Morphological but no compound,Nonperiphrastic Causative Constructions 2
Simple Clauses,Nonperiphrastic Causative Constructions,Neither,Nonperiphrastic Causative Constructions 1
Simple Clauses,Order of Person Markers on the Verb,A and P are fused,Order of Person Markers on the Verb 5
Simple Clauses,Order of Person Markers on the Verb,A and P do not or do not both occur on the verb,Order of Person Markers on the Verb 1
Simple Clauses,Order of Person Markers on the Verb,A precedes P,Order of Person Markers on the Verb 2
Simple Clauses,Order of Person Markers on the Verb,Both orders of A and P occur,Order of Person Markers on the Verb 4
Simple Clauses,Order of Person Markers on the Verb,P precedes A,Order of Person Markers on the Verb 3
Simple Clauses,Other Roles of Applied Objects,Instrument,Other Roles of Applied Objects 1
Simple Clauses,Other Roles of Applied Objects,Instrument and locative,Other Roles of Applied Objects 3
Simple Clauses,Other Roles of Applied Objects,Locative,Other Roles of Applied Objects 2
Simple Clauses,Other Roles of Applied Objects,No applicative construction,Other Roles of Applied Objects 5
Simple Clauses,Other Roles of Applied Objects,No other roles (= Only benefactive),Other Roles of Applied Objects 4
Simple Clauses,Passive Constructions,Absent,Passive Constructions 2
Simple Clauses,Passive Constructions,Present,Passive Constructions 1
Simple Clauses,Periphrastic Causative Constructions,Both,Periphrastic Causative Constructions 3
Simple Clauses,Periphrastic Causative Constructions,Purposive but no sequential,Periphrastic Causative Constructions 2
Simple Clauses,Periphrastic Causative Constructions,Sequential but no purposive,Periphrastic Causative Constructions 1
Simple Clauses,Polar Questions,Absence of declarative morphemes,Polar Questions 5
Simple Clauses,Polar Questions,Interrogative intonation only,Polar Questions 6
Simple Clauses,Polar Questions,Interrogative verb morphology,Polar Questions 2
Simple Clauses,Polar Questions,Interrogative word order,Polar Questions 4
Simple Clauses,Polar Questions,Mixture of previous two types,Polar Questions 3
Simple Clauses,Polar Questions,No interrogative-declarative distinction,Polar Questions 7
Simple Clauses,Polar Questions,Question particle,Polar Questions 1
Simple Clauses,Predicative Adjectives,Mixed,Predicative Adjectives 3
Simple Clauses,Predicative Adjectives,Nonverbal encoding,Predicative Adjectives 2
Simple Clauses,Predicative Adjectives,Verbal encoding,Predicative Adjectives 1
Simple Clauses,Predicative Possession,Conjunctional,Predicative Possession 4
Simple Clauses,Predicative Possession,Genitive,Predicative Possession 2
Simple Clauses,Predicative Possession,'Have',Predicative Possession 5
Simple Clauses,Predicative Possession,Locational,Predicative Possession 1
Simple Clauses,Predicative Possession,Topic,Predicative Possession 3
Simple Clauses,Productivity of the Antipassive Construction,no antipassive,Productivity of the Antipassive Construction 4
Simple Clauses,Productivity of the Antipassive Construction,not productive,Productivity of the Antipassive Construction 3
Simple Clauses,Productivity of the Antipassive Construction,partially productive,Productivity of the Antipassive Construction 2
Simple Clauses,Productivity of the Antipassive Construction,productive,Productivity of the Antipassive Construction 1
Simple Clauses,Reciprocal Constructions,Distinct from reflexive,Reciprocal Constructions 2
Simple Clauses,Reciprocal Constructions,Identical to reflexive,Reciprocal Constructions 4
Simple Clauses,Reciprocal Constructions,Mixed,Reciprocal Constructions 3
Simple Clauses,Reciprocal Constructions,No reciprocals,Reciprocal Constructions 1
Simple Clauses,Subtypes of Asymmetric Standard Negation,A/Cat,Subtypes of Asymmetric Standard Negation 3
Simple Clauses,Subtypes of Asymmetric Standard Negation,A/Fin,Subtypes of Asymmetric Standard Negation 1
Simple Clauses,Subtypes of Asymmetric Standard Negation,A/Fin and A/Cat,Subtypes of Asymmetric Standard Negation 5
Simple Clauses,Subtypes of Asymmetric Standard Negation,A/Fin and A/NonReal,Subtypes of Asymmetric Standard Negation 4
Simple Clauses,Subtypes of Asymmetric Standard Negation,A/NonReal,Subtypes of Asymmetric Standard Negation 2
Simple Clauses,Subtypes of Asymmetric Standard Negation,A/NonReal and A/Cat,Subtypes of Asymmetric Standard Negation 6
Simple Clauses,Subtypes of Asymmetric Standard Negation,Non-assignable,Subtypes of Asymmetric Standard Negation 7
Simple Clauses,Symmetric and Asymmetric Standard Negation,Asymmetric,Symmetric and Asymmetric Standard Negation 2
Simple Clauses,Symmetric and Asymmetric Standard Negation,Both,Symmetric and Asymmetric Standard Negation 3
Simple Clauses,Symmetric and Asymmetric Standard Negation,Symmetric,Symmetric and Asymmetric Standard Negation 1
Simple Clauses,Third Person Zero of Verbal Person Marking,No person marking,Third Person Zero of Verbal Person Marking 1
Simple Clauses,Third Person Zero of Verbal Person Marking,No zero realization,Third Person Zero of Verbal Person Marking 2
Simple Clauses,Third Person Zero of Verbal Person Marking,Zero in all 3rd person forms,Third Person Zero of Verbal Person Marking 5
Simple Clauses,Third Person Zero of Verbal Person Marking,Zero in all 3sg forms,Third Person Zero of Verbal Person Marking 4
Simple Clauses,Third Person Zero of Verbal Person Marking,Zero in some 3sg forms,Third Person Zero of Verbal Person Marking 3
Simple Clauses,Third Person Zero of Verbal Person Marking,Zero only in 3rd nonsingular,Third Person Zero of Verbal Person Marking 6
Simple Clauses,Verbal Person Marking,A or P argument,Verbal Person Marking 4
Simple Clauses,Verbal Person Marking,Both the A and P arguments,Verbal Person Marking 5
Simple Clauses,Verbal Person Marking,No person marking,Verbal Person Marking 1
Simple Clauses,Verbal Person Marking,Only the A argument,Verbal Person Marking 2
Simple Clauses,Verbal Person Marking,Only the P argument,Verbal Person Marking 3
Simple Clauses,Zero Copula for Predicate Nominals,Impossible,Zero Copula for Predicate Nominals 1
Simple Clauses,Zero Copula for Predicate Nominals,Possible,Zero Copula for Predicate Nominals 2
Verbal Categories,Coding of Evidentiality,Mixed,Coding of Evidentiality 6
Verbal Categories,Coding of Evidentiality,Modal morpheme,Coding of Evidentiality 5
Verbal Categories,Coding of Evidentiality,No grammatical evidentials,Coding of Evidentiality 1
Verbal Categories,Coding of Evidentiality,Part of the tense system,Coding of Evidentiality 3
Verbal Categories,Coding of Evidentiality,Separate particle,Coding of Evidentiality 4
Verbal Categories,Coding of Evidentiality,Verbal affix or clitic,Coding of Evidentiality 2
Verbal Categories,Epistemic Possibility,Affixes on verbs,Epistemic Possibility 2
Verbal Categories,Epistemic Possibility,Other,Epistemic Possibility 3
Verbal Categories,Epistemic Possibility,Verbal constructions,Epistemic Possibility 1
Verbal Categories,Imperative-Hortative Systems,Both types of system,Imperative-Hortative Systems 3
Verbal Categories,Imperative-Hortative Systems,Maximal system,Imperative-Hortative Systems 1
Verbal Categories,Imperative-Hortative Systems,Minimal system,Imperative-Hortative Systems 2
Verbal Categories,Imperative-Hortative Systems,Neither type of system,Imperative-Hortative Systems 4
Verbal Categories,Overlap between Situational and Epistemic Modal Marking,No overlap,Overlap between Situational and Epistemic Modal Marking 3
Verbal Categories,Overlap between Situational and Epistemic Modal Marking,Overlap for both possibility and necessity,Overlap between Situational and Epistemic Modal Marking 1
Verbal Categories,Overlap between Situational and Epistemic Modal Marking,Overlap for either possibility or necessity,Overlap between Situational and Epistemic Modal Marking 2
Verbal Categories,Perfective/Imperfective Aspect,Grammatical marking,Perfective/Imperfective Aspect 1
Verbal Categories,Perfective/Imperfective Aspect,No grammatical marking,Perfective/Imperfective Aspect 2
Verbal Categories,Position of Tense-Aspect Affixes,Mixed type,Position of Tense-Aspect Affixes 4
Verbal Categories,Position of Tense-Aspect Affixes,No tense-aspect inflection,Position of Tense-Aspect Affixes 5
Verbal Categories,Position of Tense-Aspect Affixes,Tense-aspect prefixes,Position of Tense-Aspect Affixes 1
Verbal Categories,Position of Tense-Aspect Affixes,Tense-aspect suffixes,Position of Tense-Aspect Affixes 2
Verbal Categories,Position of Tense-Aspect Affixes,Tense-aspect tone,Position of Tense-Aspect Affixes 3
Verbal Categories,Semantic Distinctions of Evidentiality,Direct and indirect,Semantic Distinctions of Evidentiality 3
Verbal Categories,Semantic Distinctions of Evidentiality,Indirect only,Semantic Distinctions of Evidentiality 2
Verbal Categories,Semantic Distinctions of Evidentiality,No grammatical evidentials,Semantic Distinctions of Evidentiality 1
Verbal Categories,Situational Possibility,Affixes on verbs,Situational Possibility 1
Verbal Categories,Situational Possibility,Other kinds of markers,Situational Possibility 3
Verbal Categories,Situational Possibility,Verbal constructions,Situational Possibility 2
Verbal Categories,Suppletion According to Tense and Aspect,Aspect,Suppletion According to Tense and Aspect 2
Verbal Categories,Suppletion According to Tense and Aspect,None,Suppletion According to Tense and Aspect 4
Verbal Categories,Suppletion According to Tense and Aspect,Tense,Suppletion According to Tense and Aspect 1
Verbal Categories,Suppletion According to Tense and Aspect,Tense and aspect,Suppletion According to Tense and Aspect 3
Verbal Categories,Suppletion in Imperatives and Hortatives,A regular and a suppletive form alternate,Suppletion in Imperatives and Hortatives 1
Verbal Categories,Suppletion in Imperatives and Hortatives,Hortative,Suppletion in Imperatives and Hortatives 3
Verbal Categories,Suppletion in Imperatives and Hortatives,Imperative,Suppletion in Imperatives and Hortatives 2
Verbal Categories,Suppletion in Imperatives and Hortatives,Imperative and Hortative,Suppletion in Imperatives and Hortatives 4
Verbal Categories,Suppletion in Imperatives and Hortatives,None (= no suppletive imperatives reported in the reference material),Suppletion in Imperatives and Hortatives 5
Verbal Categories,The Future Tense,Inflectional future exists,The Future Tense 1
Verbal Categories,The Future Tense,No inflectional future,The Future Tense 2
Verbal Categories,The Morphological Imperative,No second-person imperatives,The Morphological Imperative 5
Verbal Categories,The Morphological Imperative,Second person number-neutral,The Morphological Imperative 4
Verbal Categories,The Morphological Imperative,Second plural,The Morphological Imperative 3
Verbal Categories,The Morphological Imperative,Second singular,The Morphological Imperative 2
Verbal Categories,The Morphological Imperative,Second singular and second plural,The Morphological Imperative 1
Verbal Categories,The Optative,Inflectional optative absent,The Optative 2
Verbal Categories,The Optative,Inflectional optative present,The Optative 1
Verbal Categories,The Past Tense,No past tense,The Past Tense 4
Verbal Categories,The Past Tense,"Present, 2-3 remoteness distinctions",The Past Tense 2
Verbal Categories,The Past Tense,"Present, 4 or more remoteness distinctions",The Past Tense 3
Verbal Categories,The Past Tense,"Present, no remoteness distinctions",The Past Tense 1
Verbal Categories,The Perfect,"From 'finish', 'already'",The Perfect 2
Verbal Categories,The Perfect,From possessive,The Perfect 1
Verbal Categories,The Perfect,No perfect,The Perfect 4
Verbal Categories,The Perfect,Other perfect,The Perfect 3
